ensembl_gene_id	humantfs_gene_name	ensembl_transcript_id	tf_family	n_dbd
ENSG00000160685	ZBTB7B	ENST00000292176	C2H2 ZF	4
ENSG00000160685	ZBTB7B	ENST00000368426	C2H2 ZF	4
ENSG00000160685	ZBTB7B	ENST00000417934	C2H2 ZF	4
ENSG00000160908	ZNF394	ENST00000337673	C2H2 ZF	7
ENSG00000160908	ZNF394	ENST00000426306	C2H2 ZF	0
ENSG00000160961	ZNF333	ENST00000292530	C2H2 ZF	10
ENSG00000160961	ZNF333	ENST00000540689	C2H2 ZF	0
ENSG00000160973	FOXH1	ENST00000377317	Forkhead	1
ENSG00000161277	THAP8	ENST00000292894	THAP finger	1
ENSG00000161298	ZNF382	ENST00000292928	C2H2 ZF	10
ENSG00000161298	ZNF382	ENST00000423582	C2H2 ZF	10
ENSG00000161298	ZNF382	ENST00000435416	C2H2 ZF	10
ENSG00000161298	ZNF382	ENST00000439428	C2H2 ZF	10
ENSG00000161405	IKZF3	ENST00000346872	C2H2 ZF	6
ENSG00000161405	IKZF3	ENST00000377944	C2H2 ZF	3
ENSG00000161405	IKZF3	ENST00000377945	C2H2 ZF	3
ENSG00000161405	IKZF3	ENST00000377952	C2H2 ZF	2
ENSG00000161405	IKZF3	ENST00000377958	C2H2 ZF	5
ENSG00000161405	IKZF3	ENST00000394189	C2H2 ZF	2
ENSG00000161405	IKZF3	ENST00000439167	C2H2 ZF	5
ENSG00000161405	IKZF3	ENST00000535189	C2H2 ZF	6
ENSG00000161405	IKZF3	ENST00000583368	C2H2 ZF	2
ENSG00000161405	IKZF3	ENST00000623724	C2H2 ZF	2
ENSG00000161551	ZNF577	ENST00000301399	C2H2 ZF	8
ENSG00000161551	ZNF577	ENST00000451628	C2H2 ZF	8
ENSG00000161551	ZNF577	ENST00000638348	C2H2 ZF	8
ENSG00000161551	ZNF577	ENST00000639636	C2H2 ZF	8
ENSG00000161551	ZNF577	ENST00000638325	C2H2 ZF	0
ENSG00000161551	ZNF577	ENST00000638814	C2H2 ZF	0
ENSG00000161642	ZNF385A	ENST00000338010	C2H2 ZF	3
ENSG00000161642	ZNF385A	ENST00000352268	C2H2 ZF	2
ENSG00000161642	ZNF385A	ENST00000394313	C2H2 ZF	3
ENSG00000161642	ZNF385A	ENST00000546970	C2H2 ZF	3
ENSG00000161642	ZNF385A	ENST00000551771	C2H2 ZF	2
ENSG00000161914	ZNF653	ENST00000293771	C2H2 ZF	5
ENSG00000161940	BCL6B	ENST00000293805	C2H2 ZF	5
ENSG00000161940	BCL6B	ENST00000573503	C2H2 ZF	0
ENSG00000162086	ZNF75A	ENST00000574298	C2H2 ZF	5
ENSG00000162086	ZNF75A	ENST00000617839	C2H2 ZF	5
ENSG00000162086	ZNF75A	ENST00000612186	C2H2 ZF	0
ENSG00000162367	TAL1	ENST00000294339	bHLH	1
ENSG00000162367	TAL1	ENST00000371884	bHLH	1
ENSG00000162419	GMEB1	ENST00000294409	SAND	1
ENSG00000162419	GMEB1	ENST00000361872	SAND	1
ENSG00000162419	GMEB1	ENST00000373816	SAND	1
ENSG00000162599	NFIA	ENST00000371187	SMAD	1
ENSG00000162599	NFIA	ENST00000371189	SMAD	1
ENSG00000162599	NFIA	ENST00000403491	SMAD	1
ENSG00000162599	NFIA	ENST00000407417	SMAD	1
ENSG00000162599	NFIA	ENST00000357977	SMAD	0
ENSG00000162599	NFIA	ENST00000493627	SMAD	0
ENSG00000162624	LHX8	ENST00000294638	Homeodomain	1
ENSG00000162624	LHX8	ENST00000356261	Homeodomain	1
ENSG00000162664	ZNF326	ENST00000340281	C2H2 ZF	2
ENSG00000162664	ZNF326	ENST00000370447	C2H2 ZF	2
ENSG00000162664	ZNF326	ENST00000361911	C2H2 ZF	0
ENSG00000162676	GFI1	ENST00000294702	C2H2 ZF	6
ENSG00000162676	GFI1	ENST00000370332	C2H2 ZF	6
ENSG00000162676	GFI1	ENST00000427103	C2H2 ZF	6
ENSG00000162702	ZNF281	ENST00000294740	C2H2 ZF	4
ENSG00000162702	ZNF281	ENST00000367352	C2H2 ZF	4
ENSG00000162702	ZNF281	ENST00000367353	C2H2 ZF	4
ENSG00000162714	ZNF496	ENST00000294753	C2H2 ZF	5
ENSG00000162714	ZNF496	ENST00000461277	C2H2 ZF	5
ENSG00000162761	LMX1A	ENST00000294816	Homeodomain	1
ENSG00000162761	LMX1A	ENST00000342310	Homeodomain	1
ENSG00000162761	LMX1A	ENST00000367893	Homeodomain	1
ENSG00000162772	ATF3	ENST00000336937	bZIP	1
ENSG00000162772	ATF3	ENST00000341491	bZIP	1
ENSG00000162772	ATF3	ENST00000366981	bZIP	1
ENSG00000162772	ATF3	ENST00000366983	bZIP	1
ENSG00000162772	ATF3	ENST00000366987	bZIP	1
ENSG00000162772	ATF3	ENST00000613104	bZIP	1
ENSG00000162924	REL	ENST00000295025	Rel	1
ENSG00000162924	REL	ENST00000394479	Rel	1
ENSG00000162992	NEUROD1	ENST00000295108	bHLH	1
ENSG00000163064	EN1	ENST00000295206	Homeodomain	1
ENSG00000163132	MSX1	ENST00000382723	Homeodomain	1
ENSG00000163435	ELF3	ENST00000359651	Ets	1
ENSG00000163435	ELF3	ENST00000367283	Ets	1
ENSG00000163435	ELF3	ENST00000367284	Ets	1
ENSG00000163497	FEV	ENST00000295727	Ets	1
ENSG00000163508	EOMES	ENST00000295743	T-box	1
ENSG00000163508	EOMES	ENST00000449599	T-box	1
ENSG00000163508	EOMES	ENST00000461503	T-box	1
ENSG00000163516	ANKZF1	ENST00000323348	C2H2 ZF	1
ENSG00000163516	ANKZF1	ENST00000410034	C2H2 ZF	1
ENSG00000163516	ANKZF1	ENST00000409849	C2H2 ZF	0
ENSG00000163623	NKX6-1	ENST00000295886	Homeodomain	1
ENSG00000163666	HESX1	ENST00000295934	Homeodomain	1
ENSG00000163792	TCF23	ENST00000296096	bHLH	1
ENSG00000163795	ZNF513	ENST00000323703	C2H2 ZF	8
ENSG00000163795	ZNF513	ENST00000407879	C2H2 ZF	8
ENSG00000163795	ZNF513	ENST00000436006	C2H2 ZF	1
ENSG00000163848	ZNF148	ENST00000360647	C2H2 ZF	4
ENSG00000163848	ZNF148	ENST00000468369	C2H2 ZF	1
ENSG00000163848	ZNF148	ENST00000484491	C2H2 ZF	4
ENSG00000163848	ZNF148	ENST00000485866	C2H2 ZF	4
ENSG00000163848	ZNF148	ENST00000492394	C2H2 ZF	4
ENSG00000163884	KLF15	ENST00000296233	C2H2 ZF	3
ENSG00000163909	HEYL	ENST00000372852	bHLH	1
ENSG00000164011	ZNF691	ENST00000372502	C2H2 ZF	7
ENSG00000164011	ZNF691	ENST00000372503	C2H2 ZF	6
ENSG00000164011	ZNF691	ENST00000372506	C2H2 ZF	7
ENSG00000164011	ZNF691	ENST00000372508	C2H2 ZF	7
ENSG00000164011	ZNF691	ENST00000651192	C2H2 ZF	7
ENSG00000164048	ZNF589	ENST00000354698	C2H2 ZF	5
ENSG00000164048	ZNF589	ENST00000412564	C2H2 ZF	0
ENSG00000164048	ZNF589	ENST00000427617	C2H2 ZF	0
ENSG00000164048	ZNF589	ENST00000440261	C2H2 ZF	0
ENSG00000164093	PITX2	ENST00000354925	Homeodomain	1
ENSG00000164093	PITX2	ENST00000355080	Homeodomain	1
ENSG00000164093	PITX2	ENST00000557119	Homeodomain	1
ENSG00000164093	PITX2	ENST00000644743	Homeodomain	1
ENSG00000164107	HAND2	ENST00000359562	bHLH	1
ENSG00000164185	ZNF474	ENST00000296600	C2H2 ZF	1
ENSG00000164256	PRDM9	ENST00000296682	C2H2 ZF	14
ENSG00000164296	TIGD6	ENST00000296736	CENPB; Pipsqueak	2
ENSG00000164296	TIGD6	ENST00000515406	CENPB; Pipsqueak	2
ENSG00000164330	EBF1	ENST00000313708	EBF1	1
ENSG00000164330	EBF1	ENST00000380654	EBF1	1
ENSG00000164379	FOXQ1	ENST00000296839	Forkhead	1
ENSG00000164438	TLX3	ENST00000296921	Homeodomain	1
ENSG00000164458	T	ENST00000366871	T-box	1
ENSG00000164458	T	ENST00000366876	T-box	1
ENSG00000164532	TBX20	ENST00000408931	T-box	1
ENSG00000164600	NEUROD6	ENST00000297142	bHLH	1
ENSG00000164631	ZNF12	ENST00000342651	C2H2 ZF	15
ENSG00000164631	ZNF12	ENST00000404360	C2H2 ZF	15
ENSG00000164631	ZNF12	ENST00000405858	C2H2 ZF	15
ENSG00000164651	SP8	ENST00000361443	C2H2 ZF	3
ENSG00000164651	SP8	ENST00000418710	C2H2 ZF	3
ENSG00000164651	SP8	ENST00000617581	C2H2 ZF	3
ENSG00000164683	HEY1	ENST00000337919	bHLH	1
ENSG00000164683	HEY1	ENST00000354724	bHLH	1
ENSG00000164683	HEY1	ENST00000523976	bHLH	0
ENSG00000164684	ZNF704	ENST00000327835	C2H2 ZF	1
ENSG00000164736	SOX17	ENST00000297316	HMG/Sox	1
ENSG00000164749	HNF4G	ENST00000354370	Nuclear receptor	1
ENSG00000164749	HNF4G	ENST00000396423	Nuclear receptor	1
ENSG00000164778	EN2	ENST00000297375	Homeodomain	1
ENSG00000164853	UNCX	ENST00000316333	Homeodomain	1
ENSG00000164900	GBX1	ENST00000297537	Homeodomain	1
ENSG00000164916	FOXK1	ENST00000328914	Forkhead	1
ENSG00000164916	FOXK1	ENST00000460979	Forkhead	0
ENSG00000164920	OSR2	ENST00000297565	C2H2 ZF	5
ENSG00000164920	OSR2	ENST00000435298	C2H2 ZF	3
ENSG00000164920	OSR2	ENST00000457907	C2H2 ZF	5
ENSG00000164920	OSR2	ENST00000522510	C2H2 ZF	5
ENSG00000164920	OSR2	ENST00000523368	C2H2 ZF	3
ENSG00000165030	NFIL3	ENST00000297689	bZIP	1
ENSG00000165061	ZMAT4	ENST00000297737	C2H2 ZF	4
ENSG00000165061	ZMAT4	ENST00000315769	C2H2 ZF	3
ENSG00000165066	NKX6-3	ENST00000518699	Homeodomain	1
ENSG00000165066	NKX6-3	ENST00000524115	Homeodomain	1
ENSG00000165156	ZHX1	ENST00000395571	C2H2 ZF; Homeodomain	7
ENSG00000165156	ZHX1	ENST00000522655	C2H2 ZF; Homeodomain	7
ENSG00000165156	ZHX1	ENST00000602651	C2H2 ZF; Homeodomain	0
ENSG00000165244	ZNF367	ENST00000375256	C2H2 ZF	2
ENSG00000165259	HDX	ENST00000297977	Homeodomain	2
ENSG00000165259	HDX	ENST00000373177	Homeodomain	2
ENSG00000165259	HDX	ENST00000506585	Homeodomain	1
ENSG00000165462	PHOX2A	ENST00000298231	Homeodomain	1
ENSG00000165495	PKNOX2	ENST00000298282	Homeodomain	1
ENSG00000165512	ZNF22	ENST00000298299	C2H2 ZF	5
ENSG00000165556	CDX2	ENST00000381020	Homeodomain	1
ENSG00000165588	OTX2	ENST00000339475	Homeodomain	1
ENSG00000165588	OTX2	ENST00000408990	Homeodomain	1
ENSG00000165588	OTX2	ENST00000554845	Homeodomain	1
ENSG00000165588	OTX2	ENST00000555006	Homeodomain	1
ENSG00000165588	OTX2	ENST00000554788	Homeodomain	0
ENSG00000165606	DRGX	ENST00000374139	Homeodomain	1
ENSG00000165643	SOHLH1	ENST00000298466	bHLH	1
ENSG00000165643	SOHLH1	ENST00000425225	bHLH	1
ENSG00000165655	ZNF503	ENST00000372524	C2H2 ZF	1
ENSG00000165684	SNAPC4	ENST00000298532	Myb/SANT	4
ENSG00000165702	GFI1B	ENST00000339463	C2H2 ZF	6
ENSG00000165702	GFI1B	ENST00000372122	C2H2 ZF	6
ENSG00000165804	ZNF219	ENST00000360947	C2H2 ZF	9
ENSG00000165804	ZNF219	ENST00000421093	C2H2 ZF	9
ENSG00000165804	ZNF219	ENST00000553296	C2H2 ZF	2
ENSG00000165804	ZNF219	ENST00000555697	C2H2 ZF	0
ENSG00000165821	SALL2	ENST00000450879	C2H2 ZF	7
ENSG00000165821	SALL2	ENST00000537235	C2H2 ZF	7
ENSG00000165821	SALL2	ENST00000546363	C2H2 ZF	7
ENSG00000165821	SALL2	ENST00000614342	C2H2 ZF	7
ENSG00000165821	SALL2	ENST00000613414	C2H2 ZF	0
ENSG00000165821	SALL2	ENST00000611430	C2H2 ZF	0
ENSG00000165821	SALL2	ENST00000541965	C2H2 ZF	0
ENSG00000165891	E2F7	ENST00000322886	E2F	2
ENSG00000165891	E2F7	ENST00000550669	E2F	2
ENSG00000166188	ZNF319	ENST00000299237	C2H2 ZF	14
ENSG00000166211	SPIC	ENST00000551346	Ets	1
ENSG00000166261	ZNF202	ENST00000336139	C2H2 ZF	8
ENSG00000166261	ZNF202	ENST00000529691	C2H2 ZF	8
ENSG00000166261	ZNF202	ENST00000530393	C2H2 ZF	8
ENSG00000166268	MYRFL	ENST00000552032	Ndt80/PhoG	1
ENSG00000166268	MYRFL	ENST00000535034	Ndt80/PhoG	0
ENSG00000166268	MYRFL	ENST00000548892	Ndt80/PhoG	0
ENSG00000166432	ZMAT1	ENST00000372782	C2H2 ZF	3
ENSG00000166432	ZMAT1	ENST00000540921	C2H2 ZF	3
ENSG00000166454	ATMIN	ENST00000299575	C2H2 ZF	4
ENSG00000166454	ATMIN	ENST00000566488	C2H2 ZF	0
ENSG00000166454	ATMIN	ENST00000564241	C2H2 ZF	0
ENSG00000166478	ZNF143	ENST00000396597	C2H2 ZF	7
ENSG00000166478	ZNF143	ENST00000396602	C2H2 ZF	7
ENSG00000166478	ZNF143	ENST00000530463	C2H2 ZF	7
ENSG00000166526	ZNF3	ENST00000299667	C2H2 ZF	8
ENSG00000166526	ZNF3	ENST00000412947	C2H2 ZF	8
ENSG00000166526	ZNF3	ENST00000413658	C2H2 ZF	0
ENSG00000166526	ZNF3	ENST00000415068	C2H2 ZF	0
ENSG00000166526	ZNF3	ENST00000428683	C2H2 ZF	0
ENSG00000166526	ZNF3	ENST00000292393	C2H2 ZF	0
ENSG00000166529	ZSCAN21	ENST00000292450	C2H2 ZF	7
ENSG00000166529	ZSCAN21	ENST00000543588	C2H2 ZF	7
ENSG00000166529	ZSCAN21	ENST00000438937	C2H2 ZF	0
ENSG00000166704	ZNF606	ENST00000341164	C2H2 ZF	15
ENSG00000166704	ZNF606	ENST00000547828	C2H2 ZF	0
ENSG00000166704	ZNF606	ENST00000547121	C2H2 ZF	0
ENSG00000166704	ZNF606	ENST00000552184	C2H2 ZF	0
ENSG00000166716	ZNF592	ENST00000299927	C2H2 ZF	13
ENSG00000166716	ZNF592	ENST00000560079	C2H2 ZF	13
ENSG00000166823	MESP1	ENST00000300057	bHLH	1
ENSG00000166860	ZBTB39	ENST00000300101	C2H2 ZF	9
ENSG00000166888	STAT6	ENST00000300134	STAT	1
ENSG00000166888	STAT6	ENST00000454075	STAT	1
ENSG00000166888	STAT6	ENST00000537215	STAT	1
ENSG00000166888	STAT6	ENST00000538913	STAT	1
ENSG00000166888	STAT6	ENST00000543873	STAT	1
ENSG00000166888	STAT6	ENST00000556155	STAT	1
ENSG00000166949	SMAD3	ENST00000327367	SMAD	1
ENSG00000166949	SMAD3	ENST00000439724	SMAD	1
ENSG00000166949	SMAD3	ENST00000540846	SMAD	1
ENSG00000166949	SMAD3	ENST00000537194	SMAD	0
ENSG00000166987	MBD6	ENST00000355673	MBD	1
ENSG00000166987	MBD6	ENST00000546632	MBD	1
ENSG00000167034	NKX3-1	ENST00000380871	Homeodomain	1
ENSG00000167034	NKX3-1	ENST00000523261	Homeodomain	1
ENSG00000167074	TEF	ENST00000266304	bZIP	1
ENSG00000167074	TEF	ENST00000406644	bZIP	1
ENSG00000167081	PBX3	ENST00000373489	Homeodomain	1
ENSG00000167081	PBX3	ENST00000447726	Homeodomain	1
ENSG00000167157	PRRX2	ENST00000372469	Homeodomain	1
ENSG00000167182	SP2	ENST00000376741	C2H2 ZF	3
ENSG00000167182	SP2	ENST00000637314	C2H2 ZF	0
ENSG00000167182	SP2	ENST00000637943	C2H2 ZF	0
ENSG00000167232	ZNF91	ENST00000300619	C2H2 ZF	34
ENSG00000167232	ZNF91	ENST00000397082	C2H2 ZF	34
ENSG00000167232	ZNF91	ENST00000595533	C2H2 ZF	3
ENSG00000167377	ZNF23	ENST00000357254	C2H2 ZF	16
ENSG00000167377	ZNF23	ENST00000393539	C2H2 ZF	16
ENSG00000167377	ZNF23	ENST00000428724	C2H2 ZF	16
ENSG00000167377	ZNF23	ENST00000564528	C2H2 ZF	16
ENSG00000167380	ZNF226	ENST00000337433	C2H2 ZF	19
ENSG00000167380	ZNF226	ENST00000454662	C2H2 ZF	19
ENSG00000167380	ZNF226	ENST00000590089	C2H2 ZF	19
ENSG00000167380	ZNF226	ENST00000300823	C2H2 ZF	0
ENSG00000167380	ZNF226	ENST00000588742	C2H2 ZF	0
ENSG00000167380	ZNF226	ENST00000588795	C2H2 ZF	0
ENSG00000167380	ZNF226	ENST00000588883	C2H2 ZF	0
ENSG00000167380	ZNF226	ENST00000590578	C2H2 ZF	0
ENSG00000167384	ZNF180	ENST00000221327	C2H2 ZF	12
ENSG00000167384	ZNF180	ENST00000391956	C2H2 ZF	12
ENSG00000167384	ZNF180	ENST00000592529	C2H2 ZF	12
ENSG00000167394	ZNF668	ENST00000300849	C2H2 ZF	16
ENSG00000167394	ZNF668	ENST00000442862	C2H2 ZF	4
ENSG00000167394	ZNF668	ENST00000538906	C2H2 ZF	16
ENSG00000167395	ZNF646	ENST00000300850	C2H2 ZF	32
ENSG00000167395	ZNF646	ENST00000394979	C2H2 ZF	32
ENSG00000167395	ZNF646	ENST00000564189	C2H2 ZF	1
ENSG00000167491	GATAD2A	ENST00000358713	GATA	1
ENSG00000167491	GATAD2A	ENST00000404158	GATA	1
ENSG00000167491	GATAD2A	ENST00000417582	GATA	0
ENSG00000167491	GATAD2A	ENST00000457895	GATA	0
ENSG00000167491	GATAD2A	ENST00000494516	GATA	0
ENSG00000167528	ZNF641	ENST00000448928	C2H2 ZF	5
ENSG00000167528	ZNF641	ENST00000544117	C2H2 ZF	5
ENSG00000167528	ZNF641	ENST00000547026	C2H2 ZF	5
ENSG00000167554	ZNF610	ENST00000321287	C2H2 ZF	9
ENSG00000167554	ZNF610	ENST00000327920	C2H2 ZF	9
ENSG00000167554	ZNF610	ENST00000403906	C2H2 ZF	9
ENSG00000167554	ZNF610	ENST00000601151	C2H2 ZF	9
ENSG00000167554	ZNF610	ENST00000613461	C2H2 ZF	9
ENSG00000167554	ZNF610	ENST00000616431	C2H2 ZF	9
ENSG00000167555	ZNF528	ENST00000360465	C2H2 ZF	15
ENSG00000167555	ZNF528	ENST00000391788	C2H2 ZF	0
ENSG00000167562	ZNF701	ENST00000301093	C2H2 ZF	8
ENSG00000167562	ZNF701	ENST00000391785	C2H2 ZF	8
ENSG00000167562	ZNF701	ENST00000540331	C2H2 ZF	8
ENSG00000167562	ZNF701	ENST00000611267	C2H2 ZF	2
ENSG00000167562	ZNF701	ENST00000593941	C2H2 ZF	0
ENSG00000167625	ZNF526	ENST00000301215	C2H2 ZF	14
ENSG00000167635	ZNF146	ENST00000443387	C2H2 ZF	10
ENSG00000167635	ZNF146	ENST00000456324	C2H2 ZF	10
ENSG00000167637	ZNF283	ENST00000324461	C2H2 ZF	15
ENSG00000167637	ZNF283	ENST00000618787	C2H2 ZF	15
ENSG00000167637	ZNF283	ENST00000593164	C2H2 ZF	0
ENSG00000167637	ZNF283	ENST00000588797	C2H2 ZF	0
ENSG00000167685	ZNF444	ENST00000337080	C2H2 ZF	4
ENSG00000167685	ZNF444	ENST00000592949	C2H2 ZF	4
ENSG00000167685	ZNF444	ENST00000587467	C2H2 ZF	0
ENSG00000167685	ZNF444	ENST00000588358	C2H2 ZF	0
ENSG00000167685	ZNF444	ENST00000591564	C2H2 ZF	0
ENSG00000167685	ZNF444	ENST00000593100	C2H2 ZF	0
ENSG00000167766	ZNF83	ENST00000536937	C2H2 ZF	15
ENSG00000167766	ZNF83	ENST00000541777	C2H2 ZF	15
ENSG00000167766	ZNF83	ENST00000545872	C2H2 ZF	15
ENSG00000167766	ZNF83	ENST00000597597	C2H2 ZF	15
ENSG00000167785	ZNF558	ENST00000301475	C2H2 ZF	9
ENSG00000167785	ZNF558	ENST00000601372	C2H2 ZF	9
ENSG00000167800	TBX10	ENST00000335385	T-box	1
ENSG00000167840	ZNF232	ENST00000575898	C2H2 ZF	5
ENSG00000167962	ZNF598	ENST00000562103	C2H2 ZF	5
ENSG00000167962	ZNF598	ENST00000563630	C2H2 ZF	5
ENSG00000167967	E4F1	ENST00000301727	C2H2 ZF	10
ENSG00000167967	E4F1	ENST00000564139	C2H2 ZF	10
ENSG00000167967	E4F1	ENST00000565090	C2H2 ZF	6
ENSG00000167981	ZNF597	ENST00000301744	C2H2 ZF	7
ENSG00000168062	BATF2	ENST00000301887	bZIP	1
ENSG00000168062	BATF2	ENST00000435842	bZIP	0
ENSG00000168062	BATF2	ENST00000527716	bZIP	0
ENSG00000168152	THAP9	ENST00000302236	THAP finger	1
ENSG00000168214	RBPJ	ENST00000342320	CSL	1
ENSG00000168214	RBPJ	ENST00000345843	CSL	1
ENSG00000168214	RBPJ	ENST00000348160	CSL	1
ENSG00000168214	RBPJ	ENST00000355476	CSL	1
ENSG00000168214	RBPJ	ENST00000361572	CSL	1
ENSG00000168214	RBPJ	ENST00000507561	CSL	1
ENSG00000168214	RBPJ	ENST00000512671	CSL	1
ENSG00000168214	RBPJ	ENST00000509158	CSL	0
ENSG00000168267	PTF1A	ENST00000376504	bHLH	1
ENSG00000168269	FOXI1	ENST00000306268	Forkhead	1
ENSG00000168269	FOXI1	ENST00000449804	Forkhead	1
ENSG00000168286	THAP11	ENST00000303596	THAP finger	1
ENSG00000168310	IRF2	ENST00000393593	IRF	1
ENSG00000168310	IRF2	ENST00000506230	IRF	1
ENSG00000168348	INSM2	ENST00000307169	C2H2 ZF	5
ENSG00000168505	GBX2	ENST00000306318	Homeodomain	1
ENSG00000168505	GBX2	ENST00000551105	Homeodomain	0
ENSG00000168610	STAT3	ENST00000264657	STAT	1
ENSG00000168610	STAT3	ENST00000389272	STAT	1
ENSG00000168610	STAT3	ENST00000404395	STAT	1
ENSG00000168610	STAT3	ENST00000588969	STAT	1
ENSG00000168661	ZNF30	ENST00000303586	C2H2 ZF	17
ENSG00000168661	ZNF30	ENST00000601142	C2H2 ZF	17
ENSG00000168661	ZNF30	ENST00000601957	C2H2 ZF	0
ENSG00000168772	CXXC4	ENST00000394767	CxxC ZF	1
ENSG00000168779	SHOX2	ENST00000389589	Homeodomain	1
ENSG00000168779	SHOX2	ENST00000483851	Homeodomain	1
ENSG00000168795	ZBTB5	ENST00000307750	C2H2 ZF	2
ENSG00000168813	ZNF507	ENST00000311921	C2H2 ZF	9
ENSG00000168813	ZNF507	ENST00000355898	C2H2 ZF	9
ENSG00000168813	ZNF507	ENST00000544431	C2H2 ZF	9
ENSG00000168826	ZBTB49	ENST00000337872	C2H2 ZF	7
ENSG00000168826	ZBTB49	ENST00000504302	C2H2 ZF	1
ENSG00000168874	ATOH8	ENST00000306279	bHLH	1
ENSG00000168875	SOX14	ENST00000306087	HMG/Sox	1
ENSG00000168916	ZNF608	ENST00000306315	C2H2 ZF	1
ENSG00000168916	ZNF608	ENST00000504926	C2H2 ZF	1
ENSG00000168916	ZNF608	ENST00000509799	C2H2 ZF	1
ENSG00000168916	ZNF608	ENST00000513986	C2H2 ZF	1
ENSG00000169016	E2F6	ENST00000307236	E2F	1
ENSG00000169016	E2F6	ENST00000381525	E2F	1
ENSG00000169016	E2F6	ENST00000542100	E2F	1
ENSG00000169016	E2F6	ENST00000546212	E2F	1
ENSG00000169057	MECP2	ENST00000303391	MBD	1
ENSG00000169057	MECP2	ENST00000453960	MBD	1
ENSG00000169083	AR	ENST00000374690	Nuclear receptor	1
ENSG00000169083	AR	ENST00000396043	Nuclear receptor	1
ENSG00000169083	AR	ENST00000396044	Nuclear receptor	1
ENSG00000169083	AR	ENST00000504326	Nuclear receptor	1
ENSG00000169083	AR	ENST00000613054	Nuclear receptor	0
ENSG00000169131	ZNF354A	ENST00000335815	C2H2 ZF	13
ENSG00000169131	ZNF354A	ENST00000520331	C2H2 ZF	0
ENSG00000169136	ATF5	ENST00000423777	bZIP	1
ENSG00000169136	ATF5	ENST00000595125	bZIP	1
ENSG00000169136	ATF5	ENST00000600336	bZIP	0
ENSG00000169136	ATF5	ENST00000596658	bZIP	0
ENSG00000169155	ZBTB43	ENST00000373457	C2H2 ZF	3
ENSG00000169155	ZBTB43	ENST00000373464	C2H2 ZF	3
ENSG00000169548	ZNF280A	ENST00000302097	C2H2 ZF	6
ENSG00000169554	ZEB2	ENST00000303660	C2H2 ZF; Homeodomain	9
ENSG00000169554	ZEB2	ENST00000392861	C2H2 ZF; Homeodomain	4
ENSG00000169554	ZEB2	ENST00000419938	C2H2 ZF; Homeodomain	3
ENSG00000169554	ZEB2	ENST00000427902	C2H2 ZF; Homeodomain	6
ENSG00000169554	ZEB2	ENST00000539609	C2H2 ZF; Homeodomain	9
ENSG00000169554	ZEB2	ENST00000558170	C2H2 ZF; Homeodomain	9
ENSG00000169554	ZEB2	ENST00000627532	C2H2 ZF; Homeodomain	9
ENSG00000169554	ZEB2	ENST00000465070	C2H2 ZF; Homeodomain	0
ENSG00000169554	ZEB2	ENST00000470879	C2H2 ZF; Homeodomain	0
ENSG00000169554	ZEB2	ENST00000629520	C2H2 ZF; Homeodomain	0
ENSG00000169594	BNC1	ENST00000345382	C2H2 ZF	6
ENSG00000169635	HIC2	ENST00000407464	C2H2 ZF	5
ENSG00000169635	HIC2	ENST00000407598	C2H2 ZF	5
ENSG00000169635	HIC2	ENST00000443632	C2H2 ZF	5
ENSG00000169740	ZNF32	ENST00000374433	C2H2 ZF	7
ENSG00000169740	ZNF32	ENST00000395797	C2H2 ZF	7
ENSG00000169840	GSX1	ENST00000302945	Homeodomain	1
ENSG00000169856	ONECUT1	ENST00000305901	CUT; Homeodomain	2
ENSG00000169926	KLF13	ENST00000307145	C2H2 ZF	3
ENSG00000169926	KLF13	ENST00000558844	C2H2 ZF	0
ENSG00000169946	ZFPM2	ENST00000407775	C2H2 ZF	3
ENSG00000169946	ZFPM2	ENST00000517361	C2H2 ZF	3
ENSG00000169946	ZFPM2	ENST00000520492	C2H2 ZF	3
ENSG00000169951	ZNF764	ENST00000252797	C2H2 ZF	7
ENSG00000169951	ZNF764	ENST00000395091	C2H2 ZF	7
ENSG00000169953	HSFY2	ENST00000304790	HSF	1
ENSG00000169953	HSFY2	ENST00000344884	HSF	1
ENSG00000169953	HSFY2	ENST00000382852	HSF	1
ENSG00000169955	ZNF747	ENST00000568028	C2H2 ZF	4
ENSG00000169955	ZNF747	ENST00000252799	C2H2 ZF	0
ENSG00000169955	ZNF747	ENST00000395094	C2H2 ZF	0
ENSG00000169957	ZNF768	ENST00000380412	C2H2 ZF	10
ENSG00000169981	ZNF35	ENST00000396056	C2H2 ZF	11
ENSG00000169981	ZNF35	ENST00000415571	C2H2 ZF	0
ENSG00000169981	ZNF35	ENST00000296092	C2H2 ZF	0
ENSG00000169989	TIGD4	ENST00000304337	CENPB; Pipsqueak	2
ENSG00000170100	ZNF778	ENST00000306502	C2H2 ZF	18
ENSG00000170100	ZNF778	ENST00000620195	C2H2 ZF	18
ENSG00000170122	FOXD4	ENST00000382500	Forkhead	1
ENSG00000170166	HOXD4	ENST00000306324	Homeodomain	1
ENSG00000170178	HOXD12	ENST00000406506	Homeodomain	1
ENSG00000170178	HOXD12	ENST00000404162	Homeodomain	0
ENSG00000170260	ZNF212	ENST00000335870	C2H2 ZF	4
ENSG00000170265	ZNF282	ENST00000610704	C2H2 ZF	5
ENSG00000170265	ZNF282	ENST00000479907	C2H2 ZF	0
ENSG00000170325	PRDM10	ENST00000304538	C2H2 ZF	4
